N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Batch size
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_1-layer,conv2/Convolution,1355330,578,4161798144,344064,154140672,154140672,12485394432,97542144,174956544,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_1-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_2-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_2-layer,conv2/Convolution,1355629,877,8323596288,688128,154140672,154140672,12485394432,97542144,175300608,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_2-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_3-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_3-layer,conv2/Convolution,2033174,1046,12485394432,995328,154140672,154140672,12485394432,173408256,251473920,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_3-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_4-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_4-layer,conv2/Convolution,2033462,1334,16647192576,1327104,154140672,154140672,12485394432,173408256,251805696,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_4-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_5-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_5-layer,conv2/Convolution,4064972,716,20808990720,1658880,462422016,462422016,12485394432,173408256,406278144,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_5-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_6-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_6-layer,conv2/Convolution,4065068,812,24970788864,1990656,462422016,462422016,12485394432,173408256,406609920,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_6-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_7-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_7-layer,conv2/Convolution,4065164,908,29132587008,2322432,462422016,462422016,12485394432,173408256,406941696,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_7-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_8-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_8-layer,conv2/Convolution,4065260,1004,33294385152,2654208,462422016,462422016,12485394432,173408256,407273472,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_8-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_1-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_1-layer,conv2/Convolution,1355835,1083,4161798144,344064,154140672,154140672,16647192576,65028096,142442496,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_1-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_2-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_2-layer,conv2/Convolution,1356433,1681,8323596288,688128,154140672,154140672,16647192576,65028096,142786560,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_2-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_3-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_3-layer,conv2/Convolution,2033206,1078,12485394432,995328,154140672,154140672,16647192576,231211008,309276672,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_3-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_4-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_4-layer,conv2/Convolution,2033494,1366,16647192576,1327104,154140672,154140672,16647192576,231211008,309608448,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_4-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_5-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_5-layer,conv2/Convolution,4064956,700,20808990720,1658880,462422016,462422016,16647192576,130056192,362926080,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_5-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_6-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_6-layer,conv2/Convolution,4065052,796,24970788864,1990656,462422016,462422016,16647192576,130056192,363257856,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_6-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_7-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_7-layer,conv2/Convolution,4065148,892,29132587008,2322432,462422016,462422016,16647192576,130056192,363589632,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_7-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_8-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_8-layer,conv2/Convolution,4065244,988,33294385152,2654208,462422016,462422016,16647192576,130056192,363921408,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_4-wb_8-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_1-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_1-layer,conv2/Convolution,2032768,640,4161798144,331776,154140672,154140672,20808990720,162570240,239972352,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_1-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_2-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_2-layer,conv2/Convolution,2033056,928,8323596288,663552,154140672,154140672,20808990720,162570240,240304128,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_2-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_3-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_3-layer,conv2/Convolution,4064683,427,12485394432,995328,462422016,462422016,20808990720,289013760,521220096,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_3-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_4-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_4-layer,conv2/Convolution,4064779,523,16647192576,1327104,462422016,462422016,20808990720,289013760,521551872,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_4-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_5-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_5-layer,conv2/Convolution,8128977,465,20808990720,1658880,924844032,924844032,20808990720,289013760,753094656,462422016,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_5-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_6-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_6-layer,conv2/Convolution,8129025,513,24970788864,1990656,924844032,924844032,20808990720,289013760,753426432,462422016,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_6-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_7-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_7-layer,conv2/Convolution,8129073,561,29132587008,2322432,924844032,924844032,20808990720,289013760,753758208,462422016,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_7-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_8-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_8-layer,conv2/Convolution,8129121,609,33294385152,2654208,924844032,924844032,20808990720,289013760,754089984,462422016,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_8-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_1-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_1-layer,conv2/Convolution,2032804,676,4161798144,331776,154140672,154140672,24970788864,195084288,272486400,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_1-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_2-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_2-layer,conv2/Convolution,2033092,964,8323596288,663552,154140672,154140672,24970788864,195084288,272818176,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_2-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_3-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_3-layer,conv2/Convolution,4064788,532,12485394432,995328,462422016,462422016,24970788864,195084288,427290624,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_3-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_4-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_4-layer,conv2/Convolution,4064884,628,16647192576,1327104,462422016,462422016,24970788864,195084288,427622400,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_4-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_5-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_5-layer,conv2/Convolution,8128988,476,20808990720,1658880,924844032,924844032,24970788864,346816512,810897408,462422016,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_5-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_6-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_6-layer,conv2/Convolution,8129036,524,24970788864,1990656,924844032,924844032,24970788864,346816512,811229184,462422016,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_6-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_7-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_7-layer,conv2/Convolution,8129084,572,29132587008,2322432,924844032,924844032,24970788864,346816512,811560960,462422016,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_7-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_8-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_8-layer,conv2/Convolution,8129110,598,33294385152,1040449536,1001914368,1001914368,24970788864,346816512,1464336384,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_8-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_1-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_1-layer,conv2/Convolution,2032840,712,4161798144,331776,154140672,154140672,29132587008,227598336,305000448,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_1-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_2-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_2-layer,conv2/Convolution,2033128,1000,8323596288,663552,154140672,154140672,29132587008,227598336,305332224,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_2-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_3-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_3-layer,conv2/Convolution,4064800,544,12485394432,995328,462422016,462422016,29132587008,227598336,459804672,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_3-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_4-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_4-layer,conv2/Convolution,4064896,640,16647192576,1327104,462422016,462422016,29132587008,227598336,460136448,231211008,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_4-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_5-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_5-layer,conv2/Convolution,8128998,486,20808990720,1658880,924844032,924844032,29132587008,404619264,868700160,462422016,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_5-layer,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
16,32,8,2,width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_6-base,conv-b2/Convolution,1105409,202241,3699376128,294912,154140672,154140672,3699376128,57802752,135168000,77070336,192,65536,16384,32768,16
