config,latency(ms),power(mWatt)
width_14-height_14-cin_384-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,0.028414999999999996,0.01903376330195853
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_1-wb_1-layer,0.19066950000000005,0.02556174017330117
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_1-wb_3-layer,0.381224125,0.027015388453056118
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_1-wb_5-layer,0.624288125,0.02739477278304212
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_1-wb_6-layer,0.6352132500000001,0.026907610533976486
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_1-wb_7-layer,0.63523725,0.02733503418636813
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_3-wb_1-layer,0.331248125,0.030661969836580236
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_3-wb_3-layer,0.6150482500000001,0.028672716117999365
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_3-wb_5-layer,1.1431835000000001,0.023320478551224433
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_3-wb_6-layer,1.1431955,0.023534497274725466
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_3-wb_7-layer,1.14320275,0.026732140592823063
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_5-wb_1-layer,0.571658125,0.02763072498702206
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_5-wb_3-layer,1.14314275,0.027306125379012454
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_5-wb_5-layer,2.28620225,0.01968542820293293
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_5-wb_6-layer,2.28620525,0.02197137058892363
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_5-wb_7-layer,2.28620825,0.02425730697561208
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_6-wb_1-layer,0.57166275,0.030323935939533017
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_6-wb_3-layer,1.1431927499999999,0.023858958430917662
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_6-wb_5-layer,2.2862035,0.020788797593913298
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_6-wb_6-layer,2.2862065,0.023074737282187868
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_6-wb_7-layer,2.2862095,0.02536067097117054
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_7-wb_1-layer,0.57168275,0.03191723965266439
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_7-wb_3-layer,1.1431973750000002,0.026065437624901724
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_7-wb_5-layer,2.2862046250000003,0.02189216697531333
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_7-wb_6-layer,2.2862076250000003,0.024178104090859937
width_14-height_14-cin_576-cout_576-kernel_3-stride_1-pad_SAME-group_576-fb_7-wb_7-layer,2.2862106250000003,0.026464035207124346
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_1-wb_1-layer,0.047889875000000026,0.027690048728379078
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_1-wb_3-layer,0.09662425000000002,0.029043455879233283
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_1-wb_5-layer,0.15893850000000004,0.027633085410137863
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_1-wb_6-layer,0.15898825,0.024502908149942406
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_1-wb_7-layer,0.15901225000000002,0.02516228492688933
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_3-wb_1-layer,0.10197625000000005,0.029830051408137853
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_3-wb_3-layer,0.179940125,0.028369142733525615
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_3-wb_5-layer,0.2858775,0.024312457806518663
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_3-wb_6-layer,0.28588350000000007,0.026998478588333038
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_3-wb_7-layer,0.285945625,0.02532332328735935
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_5-wb_1-layer,0.143104375,0.030252310471679922
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_5-wb_3-layer,0.285874875,0.023860114366275022
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_5-wb_5-layer,0.571601625,0.02505681414630632
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_5-wb_6-layer,0.5716306250000001,0.02063943095092813
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_5-wb_7-layer,0.57163425,0.018295374316226125
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_6-wb_1-layer,0.16656025000000002,0.03021479708970869
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_6-wb_3-layer,0.28587962499999997,0.02632000579457181
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_6-wb_5-layer,0.57162125,0.022651598382038878
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_6-wb_6-layer,0.57163325,0.022817126769419296
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_6-wb_7-layer,0.5716365,0.019525710395208534
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_7-wb_1-layer,0.19086025,0.030053037924694066
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_7-wb_3-layer,0.28588425000000006,0.028779828063824623
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_7-wb_5-layer,0.571623875,0.024829320675909136
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_7-wb_6-layer,0.571635875,0.019412567533504423
width_14-height_14-cin_576-cout_576-kernel_3-stride_2-pad_SAME-group_576-fb_7-wb_7-layer,0.571638875,0.020756032250144052
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-layer,0.013768000000000002,0.02470388726639858
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-layer,0.013840000000000019,0.025550496894547903
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-layer,0.01624012500000005,0.026186920953142796
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-layer,0.016288125000000042,0.02642404903314424
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-layer,0.016324125000000023,0.026643647594855303
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-layer,0.016112000000000015,0.02604206257446666
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-layer,0.016180000000000028,0.027034415855359102
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_5-layer,0.023308125000000013,0.02703770385430485
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_6-layer,0.02334412500000005,0.02719031881835376
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_7-layer,0.02338012500000003,0.027342463798713072
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_1-layer,0.018460000000000032,0.027279109373819218
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_3-layer,0.021299500000000027,0.02500298716878192
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_5-layer,0.042421750000000036,0.020141575834675348
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_6-layer,0.04243375000000005,0.02024277644094672
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_7-layer,0.042445750000000004,0.02034391982559875
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_1-layer,0.019636000000000042,0.027560915381319093
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_3-layer,0.021301000000000014,0.026767048522996616
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_5-layer,0.04242475000000001,0.022313756133728532
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_6-layer,0.04243675000000002,0.02241433535015718
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-layer,0.042448750000000035,0.02251485770033668
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-layer,0.020811999999999997,0.027810874006076496
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-layer,0.021302500000000002,0.028530861447024127
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-layer,0.04242775000000004,0.024485629249822557
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-layer,0.04243975,0.02458558725111584
width_14-height_14-cin_576-cout_96-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,0.04245175000000001,0.024685488741381156
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-layer,0.050370750000000006,0.023502360593406924
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-layer,0.050402749999999996,0.023567435264134597
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-layer,0.050386749999999994,0.02363294941086695
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-layer,0.050402749999999996,0.023665445291725234
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-layer,0.05041875,0.02369792054795107
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-layer,0.050600000000000006,0.023682351984645057
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-layer,0.050615999999999994,0.023747227708206736
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_5-layer,0.050648,0.023986517321623758
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_6-layer,0.050664,0.02401873397787589
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_7-layer,0.05068,0.024050930292119337
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_1-layer,0.050845375,0.023860416834946815
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_3-layer,0.050877375,0.024098556445889593
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_5-layer,0.05090937499999999,0.024510184589993492
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_6-layer,0.050925374999999995,0.0245420713654186
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_7-layer,0.050941375,0.024573938110430037
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_1-layer,0.050975999999999994,0.023948700026561204
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_3-layer,0.051008,0.024186174407563363
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_5-layer,0.05104,0.0245966941523511
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_6-layer,0.051056000000000004,0.024628472236083988
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-layer,0.051072000000000006,0.02466023040873684
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-layer,0.051106750000000006,0.02403647313669494
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-layer,0.05113875,0.024273285426526698
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-layer,0.05117075,0.024682701747791462
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-layer,0.05118675,0.024714371774146707
width_14-height_14-cin_64-cout_384-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,0.051202750000000005,0.02474602200779856
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-layer,0.075556,0.023564244680350257
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-layer,0.07560399999999999,0.023661950232476168
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-layer,0.07642012499999999,0.023926368625562966
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-layer,0.07661212499999999,0.02397261882595842
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-layer,0.076804125,0.02401863778777194
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-layer,0.0759,0.023834504044921427
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-layer,0.075996,0.02410569074476931
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_5-layer,0.07711212499999999,0.024359066673234078
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_6-layer,0.07736412499999999,0.024402804891967694
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_7-layer,0.077616125,0.024446259096751355
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_1-layer,0.076292,0.024275636311446757
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_3-layer,0.07635199999999999,0.024545565582500425
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_5-layer,0.07876412499999999,0.025100336568320666
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_6-layer,0.079268125,0.02513425886466662
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_7-layer,0.079772125,0.02516775251911898
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_1-layer,0.076488,0.024407753692194542
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_3-layer,0.07654799999999999,0.024676888256920524
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_5-layer,0.07896012499999999,0.02522627042377352
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_6-layer,0.079464125,0.02525931031647844
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-layer,0.079968125,0.02529193374059857
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-layer,0.07668399999999999,0.0245391957037225
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-layer,0.07674399999999999,0.024807540149411444
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-layer,0.08167612499999999,0.025281630479224625
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-layer,0.082684125,0.025299653143227865
width_14-height_14-cin_96-cout_576-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,0.08369212499999999,0.025317241672112308
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-layer,0.01790675,0.02362943844746637
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-layer,0.017917500000000003,0.023931453200309424
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-layer,0.017921500000000007,0.02423364575579499
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-layer,0.017925499999999997,0.02430228522511953
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-layer,0.0179295,0.024370894068059902
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-layer,0.020258750000000006,0.02406624357746691
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-layer,0.020265500000000006,0.024333228403519286
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_5-layer,0.020270125,0.02474582885372441
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_6-layer,0.0202735,0.02480642147995443
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_7-layer,0.02027675000000001,0.024867147232870753
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_1-layer,0.022609500000000005,0.024412162940823996
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_3-layer,0.022615499999999997,0.024781834631687486
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_5-layer,0.0226205,0.02541215132079662
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_6-layer,0.022623500000000005,0.025466431627611297
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_5-wb_7-layer,0.022626500000000008,0.02552069754060275
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_1-layer,0.0237855,0.024497488314329317
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_3-layer,0.023791500000000007,0.024848865830353187
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_5-layer,0.023796499999999998,0.025448018794444565
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_6-layer,0.0237995,0.025499612437958112
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-layer,0.023802500000000004,0.025551193076036902
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-layer,0.024961499999999998,0.02457477389541495
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-layer,0.024967500000000004,0.024909582524993215
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-layer,0.02497250000000001,0.02548050814023106
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-layer,0.024975499999999998,0.025529668535448895
width_28-height_28-cin_144-cout_32-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,0.0249785,0.02557881712201646
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_1-wb_1-layer,0.111160125,0.027663286151017343
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_1-wb_3-layer,0.16948549999999998,0.023898203130562373
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_1-wb_5-layer,0.312720125,0.026944131566549612
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_1-wb_6-layer,0.312936125,0.027225613449776972
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_1-wb_7-layer,0.313152125,0.027506707022774746
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_1-layer,0.16941624999999996,0.029264418784548576
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_3-layer,0.25414675,0.0253844156978479
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_5-layer,0.5081215,0.023171449177620398
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_6-layer,0.5081335,0.023355707300383638
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_3-wb_7-layer,0.5081455,0.0235399567205313
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_1-layer,0.254096,0.025953943810067878
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_3-layer,0.5080853750000001,0.02721662281917291
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_5-layer,1.016122125,0.02160878062204344
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_6-layer,1.016128125,0.02170106832398016
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_5-wb_7-layer,1.016134125,0.021793354936048524
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_1-layer,0.25410049999999995,0.02886149908874438
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_3-layer,0.5080985,0.024909079858036788
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_5-layer,1.0161235,0.022712095641470982
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_6-layer,1.0161295,0.022804376703716888
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_6-wb_7-layer,1.0161355,0.022896656676174323
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_1-layer,0.254105,0.03176895138637952
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_3-layer,0.5081,0.026363302804733684
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_5-layer,1.01612475,0.023815410604616102
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_6-layer,1.01613075,0.02390768503854069
width_28-height_28-cin_192-cout_192-kernel_3-stride_1-pad_SAME-group_192-fb_7-wb_7-layer,1.01613675,0.023999958382756433
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_1-wb_1-layer,0.032662124999999986,0.026998962233367018
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_1-wb_3-layer,0.04248199999999999,0.027001699467458607
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_1-wb_5-layer,0.08045824999999998,0.026811277221978864
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_1-wb_6-layer,0.083910125,0.026952757560377662
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_1-wb_7-layer,0.084126125,0.027207070060629664
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_3-wb_1-layer,0.04736212499999998,0.029278087704590804
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_3-wb_3-layer,0.069836125,0.028532747025535442
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_3-wb_5-layer,0.12710199999999997,0.02620518976224576
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_3-wb_6-layer,0.12711399999999998,0.026416823874469093
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_3-wb_7-layer,0.127126,0.026628418032484055
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_5-wb_1-layer,0.06360237499999999,0.02973657421744619
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_5-wb_3-layer,0.127143625,0.025399875816704394
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_5-wb_5-layer,0.254077625,0.023620801295532266
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_5-wb_6-layer,0.25408062499999995,0.025905970413143003
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_5-wb_7-layer,0.25409012499999994,0.026267224326595597
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_6-wb_1-layer,0.06940412499999998,0.030600839702971325
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_6-wb_3-layer,0.127097,0.02723856617498661
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_6-wb_5-layer,0.254079375,0.025207290148625404
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_6-wb_6-layer,0.25408600000000003,0.025788904445930523
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_6-wb_7-layer,0.254092,0.025895406765529844
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_7-wb_1-layer,0.07675412499999998,0.03069974757847379
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_7-wb_3-layer,0.12736212499999996,0.029007429048462516
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_7-wb_5-layer,0.25408125000000004,0.02679374396594413
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_7-wb_6-layer,0.25411975,0.024635775295872377
width_28-height_28-cin_192-cout_192-kernel_3-stride_2-pad_SAME-group_192-fb_7-wb_7-layer,0.25413175,0.024741706536320504
